year,concept_code,concept_name_es,concept_name_en,value,unit,currency,sector_code,sector_name_es,sector_name_en,type,type_name_es,type_name_en,section,series,sector
2008,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,497813.283,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2008,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,497813.283,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2008,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,486287.552,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2008,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,486287.552,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2009,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,114005.045,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2009,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,114005.045,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2009,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,98899.069,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2009,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,98899.069,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2010,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,224346.816,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2010,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,224346.816,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2010,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,201208.459,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2010,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,201208.459,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2011,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,230788.331,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2011,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,230788.331,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2011,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,203269.788,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2011,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,203269.788,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2012,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,230375.839,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2012,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,230375.839,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2012,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,202428.681,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2012,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,202428.681,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2013,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,221450.77,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2013,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,221450.77,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2013,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,196819.697,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2013,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,196819.697,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2014,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,317433.301,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2014,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,317433.301,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2014,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,285796.169,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2014,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,285796.169,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2015,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,248686.995,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2015,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,248686.995,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2015,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,210898.897,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2015,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,210898.897,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2016,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,192282.187,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2016,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,192282.187,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2016,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,167918.26,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2016,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,167918.26,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2017,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,115687.994,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2017,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,115687.994,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2017,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,69518.011,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2017,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,69518.011,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2018,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,446952.447,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2018,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,446952.447,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2018,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,400876.076,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2018,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,400876.076,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2019,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,260446.062,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2019,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,260446.062,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2019,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,221092.717,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2019,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,221092.717,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2020,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,114701.976,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2020,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,114701.976,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,government
2020,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,65516.9,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2020,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,65516.9,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,government
2003,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-1199491.997,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2003,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-333260.181,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2003,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2003,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2004,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,188549.413,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2004,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,973751.536,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2004,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2004,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2005,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-505407.791,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2005,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,505187.302,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2005,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2005,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2006,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-525501.693,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2006,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,963815.273,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2006,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2006,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2007,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,36986.293,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2007,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,502363.235,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2007,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2007,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2008,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,334175.863,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2008,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-803186.975,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2008,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2008,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2009,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-1826640.57,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2009,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-263646.245,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2009,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2009,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2010,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,723678.502,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2010,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1488081.436,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2010,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2010,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2011,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1827189.809,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2011,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1709954.472,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2011,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2011,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2012,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1481674.133,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2012,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,2600497.302,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2012,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2012,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2013,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-1240049.359,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2013,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-1414282.257,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2013,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2013,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2014,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1390719.17,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2014,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1474200.195,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2014,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2014,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2015,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,631320.239,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2015,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,607338.087,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2015,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2015,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2016,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,706873.181,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2016,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1331932.066,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2016,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2016,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2017,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,538396.427,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2017,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1398985.544,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2017,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2017,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2018,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,587465.468,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2018,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-1075324.341,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2018,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2018,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2019,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-102048.612,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2019,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,378121.912,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2019,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2019,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2020,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,732772.814,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2020,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1401026.529,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,households
2020,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2020,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,households
2003,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-299727.322,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2003,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-17852.179,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2003,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-1408663.742,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2003,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-146353.131,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2004,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,126820.453,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
