year,concept_code,concept_name_es,concept_name_en,value,unit,currency,sector_code,sector_name_es,sector_name_en,type,type_name_es,type_name_en,section,series,sector
2018,F.3,Títulos de deuda,Debt Securities,335859.659,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2018,F.3,Títulos de deuda,Debt Securities,-22914.551,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2018,F.3,Títulos de deuda,Debt Securities,-6650.76,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2019,F.3,Títulos de deuda,Debt Securities,185143.484,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2019,F.3,Títulos de deuda,Debt Securities,259315.102,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2019,F.3,Títulos de deuda,Debt Securities,14630.389,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2019,F.3,Títulos de deuda,Debt Securities,-22293.897,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2020,F.3,Títulos de deuda,Debt Securities,119282.23,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2020,F.3,Títulos de deuda,Debt Securities,639822.984,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2020,F.3,Títulos de deuda,Debt Securities,75594.471,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2020,F.3,Títulos de deuda,Debt Securities,11651.295,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2003,F.2,Dinero legal y depósitos,Currency and Deposits,133333.993,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2003,F.2,Dinero legal y depósitos,Currency and Deposits,178797.88,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2003,F.2,Dinero legal y depósitos,Currency and Deposits,185894.367,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2003,F.2,Dinero legal y depósitos,Currency and Deposits,195229.55,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2004,F.2,Dinero legal y depósitos,Currency and Deposits,62944.993,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2004,F.2,Dinero legal y depósitos,Currency and Deposits,56665.1,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2004,F.2,Dinero legal y depósitos,Currency and Deposits,205020.407,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2004,F.2,Dinero legal y depósitos,Currency and Deposits,205510.281,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2005,F.2,Dinero legal y depósitos,Currency and Deposits,226246.792,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2005,F.2,Dinero legal y depósitos,Currency and Deposits,190324.841,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2005,F.2,Dinero legal y depósitos,Currency and Deposits,250563.369,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2005,F.2,Dinero legal y depósitos,Currency and Deposits,254025.809,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2006,F.2,Dinero legal y depósitos,Currency and Deposits,85981.185,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2006,F.2,Dinero legal y depósitos,Currency and Deposits,98666.914,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2006,F.2,Dinero legal y depósitos,Currency and Deposits,371951.537,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2006,F.2,Dinero legal y depósitos,Currency and Deposits,374361.89,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2007,F.2,Dinero legal y depósitos,Currency and Deposits,170399.54,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2007,F.2,Dinero legal y depósitos,Currency and Deposits,178535.067,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2007,F.2,Dinero legal y depósitos,Currency and Deposits,513402.998,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2007,F.2,Dinero legal y depósitos,Currency and Deposits,514937.776,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2008,F.2,Dinero legal y depósitos,Currency and Deposits,204726.055,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2008,F.2,Dinero legal y depósitos,Currency and Deposits,480450.223,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2008,F.2,Dinero legal y depósitos,Currency and Deposits,442003.908,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2008,F.2,Dinero legal y depósitos,Currency and Deposits,487122.971,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2009,F.2,Dinero legal y depósitos,Currency and Deposits,-150758.744,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2009,F.2,Dinero legal y depósitos,Currency and Deposits,-225431.308,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2009,F.2,Dinero legal y depósitos,Currency and Deposits,208116.229,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2009,F.2,Dinero legal y depósitos,Currency and Deposits,195033.259,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2010,F.2,Dinero legal y depósitos,Currency and Deposits,322288.566,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2010,F.2,Dinero legal y depósitos,Currency and Deposits,250509.999,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2010,F.2,Dinero legal y depósitos,Currency and Deposits,216047.443,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2010,F.2,Dinero legal y depósitos,Currency and Deposits,197906.393,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2011,F.2,Dinero legal y depósitos,Currency and Deposits,235912.821,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2011,F.2,Dinero legal y depósitos,Currency and Deposits,459759.228,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2011,F.2,Dinero legal y depósitos,Currency and Deposits,573288.363,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2011,F.2,Dinero legal y depósitos,Currency and Deposits,617655.513,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2012,F.2,Dinero legal y depósitos,Currency and Deposits,248415.622,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2012,F.2,Dinero legal y depósitos,Currency and Deposits,105210.428,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2012,F.2,Dinero legal y depósitos,Currency and Deposits,515644.922,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2012,F.2,Dinero legal y depósitos,Currency and Deposits,492590.515,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2013,F.2,Dinero legal y depósitos,Currency and Deposits,239582.59,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2013,F.2,Dinero legal y depósitos,Currency and Deposits,226981.948,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2013,F.2,Dinero legal y depósitos,Currency and Deposits,623186.293,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2013,F.2,Dinero legal y depósitos,Currency and Deposits,626879.324,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2014,F.2,Dinero legal y depósitos,Currency and Deposits,263527.083,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2014,F.2,Dinero legal y depósitos,Currency and Deposits,503220.161,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2014,F.2,Dinero legal y depósitos,Currency and Deposits,551866.351,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2014,F.2,Dinero legal y depósitos,Currency and Deposits,520554.022,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2015,F.2,Dinero legal y depósitos,Currency and Deposits,-135138.705,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2015,F.2,Dinero legal y depósitos,Currency and Deposits,289880.341,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2015,F.2,Dinero legal y depósitos,Currency and Deposits,660775.662,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2015,F.2,Dinero legal y depósitos,Currency and Deposits,720170.136,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2016,F.2,Dinero legal y depósitos,Currency and Deposits,5697.575,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2016,F.2,Dinero legal y depósitos,Currency and Deposits,444370.678,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2016,F.2,Dinero legal y depósitos,Currency and Deposits,400623.85,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2016,F.2,Dinero legal y depósitos,Currency and Deposits,482532.333,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2017,F.2,Dinero legal y depósitos,Currency and Deposits,-28810.799,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2017,F.2,Dinero legal y depósitos,Currency and Deposits,-155660.007,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2017,F.2,Dinero legal y depósitos,Currency and Deposits,980530.611,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2017,F.2,Dinero legal y depósitos,Currency and Deposits,947994.149,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2018,F.2,Dinero legal y depósitos,Currency and Deposits,41311.355,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2018,F.2,Dinero legal y depósitos,Currency and Deposits,211945.426,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2018,F.2,Dinero legal y depósitos,Currency and Deposits,816783.797,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2018,F.2,Dinero legal y depósitos,Currency and Deposits,839880.341,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2019,F.2,Dinero legal y depósitos,Currency and Deposits,125536.351,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2019,F.2,Dinero legal y depósitos,Currency and Deposits,91468.546,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2019,F.2,Dinero legal y depósitos,Currency and Deposits,418041.023,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2019,F.2,Dinero legal y depósitos,Currency and Deposits,395619.002,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2020,F.2,Dinero legal y depósitos,Currency and Deposits,243876.678,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2020,F.2,Dinero legal y depósitos,Currency and Deposits,498097.79,millions,MXN,S.12,SF,FC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,financial
2020,F.2,Dinero legal y depósitos,Currency and Deposits,1237566.901,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2020,F.2,Dinero legal y depósitos,Currency and Deposits,1267755.102,millions,MXN,S.12,SF,FC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,financial
2003,F.2,Dinero legal y depósitos,Currency and Deposits,21252.038,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2003,F.2,Dinero legal y depósitos,Currency and Deposits,21521.668,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2003,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2003,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2004,F.2,Dinero legal y depósitos,Currency and Deposits,36362.757,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2004,F.2,Dinero legal y depósitos,Currency and Deposits,36309.158,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2004,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2004,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2005,F.2,Dinero legal y depósitos,Currency and Deposits,37628.105,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2005,F.2,Dinero legal y depósitos,Currency and Deposits,37422.742,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2005,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2005,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2006,F.2,Dinero legal y depósitos,Currency and Deposits,160421.74,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2006,F.2,Dinero legal y depósitos,Currency and Deposits,160469.352,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2006,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2006,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2007,F.2,Dinero legal y depósitos,Currency and Deposits,285126.975,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2007,F.2,Dinero legal y depósitos,Currency and Deposits,285157.574,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2007,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2007,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2008,F.2,Dinero legal y depósitos,Currency and Deposits,54571.097,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2008,F.2,Dinero legal y depósitos,Currency and Deposits,55423.888,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2008,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2008,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2009,F.2,Dinero legal y depósitos,Currency and Deposits,60484.823,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2009,F.2,Dinero legal y depósitos,Currency and Deposits,60141.099,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2009,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2009,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2010,F.2,Dinero legal y depósitos,Currency and Deposits,-48713.351,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2010,F.2,Dinero legal y depósitos,Currency and Deposits,-50855.328,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,deposits,government
2010,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
2010,F.2,Dinero legal y depósitos,Currency and Deposits,0,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,deposits,government
